Commodity,Date,Unit,Minimum,Maximum,Average
Spinach Leaf,2013-06-25,kg,45.0,50.0,47.5
Cress Leaf,2013-06-25,kg,45.0,50.0,47.5
Mustard Leaf,2013-06-25,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-06-25,kg,40.0,45.0,42.5
Onion Green,2013-06-25,kg,40.0,45.0,42.5
Mushroom(Kanya),2013-06-25,kg,150.0,170.0,160.0
Asparagus,2013-06-25,kg,100.0,125.0,112.5
Neuro,2013-06-25,kg,50.0,60.0,55.0
Brocauli,2013-06-25,kg,70.0,80.0,75.0
Sugarbeet,2013-06-25,kg,35.0,40.0,37.5
Red Cabbbage,2013-06-25,kg,70.0,80.0,75.0
Lettuce,2013-06-25,kg,45.0,50.0,47.5
Celery,2013-06-25,kg,120.0,130.0,125.0
Parseley,2013-06-25,kg,180.0,190.0,185.0
Fennel Leaf,2013-06-25,kg,45.0,50.0,47.5
Mint,2013-06-25,kg,120.0,130.0,125.0
Turnip A,2013-06-25,kg,45.0,50.0,47.5
Tamarind,2013-06-25,kg,65.0,70.0,67.5
Bamboo Shoot,2013-06-25,kg,50.0,60.0,55.0
Tofu,2013-06-25,kg,55.0,60.0,57.5
Gundruk,2013-06-25,kg,180.0,190.0,185.0
Apple(Jholey),2013-06-25,kg,110.0,130.0,120.0
Banana,2013-06-25,per dozen,60.0,70.0,65.0
Lime,2013-06-25,kg,200.0,400.0,300.0
Pomegranate,2013-06-25,kg,230.0,250.0,240.0
Mango(Maldah),2013-06-25,kg,50.0,60.0,55.0
Grapes(Green),2013-06-25,kg,250.0,260.0,255.0
Water Melon(Green),2013-06-25,kg,17.0,18.0,17.5
Sweet Orange,2013-06-25,kg,90.0,100.0,95.0
Pineapple,2013-06-25,per piece,60.0,70.0,65.0
Cucumber(Local),2013-06-25,kg,25.0,30.0,27.5
Jack Fruit,2013-06-25,kg,20.0,25.0,22.5
Papaya(Nepali),2013-06-25,kg,55.0,60.0,57.5
Sugarcane,2013-06-25,per piece,50.0,60.0,55.0
Ginger,2013-06-25,kg,140.0,150.0,145.0
Chilli Dry,2013-06-25,kg,170.0,180.0,175.0
Chilli Green,2013-06-25,kg,30.0,40.0,35.0
Capsicum,2013-06-25,kg,70.0,80.0,75.0
Garlic Green,2013-06-25,kg,45.0,50.0,47.5
Coriander Green,2013-06-25,kg,45.0,50.0,47.5
Garlic Dry Chinese,2013-06-25,kg,100.0,110.0,105.0
Garlic Dry Nepali,2013-06-25,kg,50.0,60.0,55.0
Clive Dry,2013-06-25,kg,70.0,80.0,75.0
Clive Green,2013-06-25,kg,50.0,60.0,55.0
Fish Fresh,2013-06-25,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-06-26,kg,30.0,35.0,32.5
Tomato Small(Local),2013-06-26,kg,20.0,25.0,22.5
Potato Red,2013-06-26,kg,22.0,23.0,22.5
Potato White,2013-06-26,kg,17.0,18.0,17.5
Onion Dry (Indian),2013-06-26,kg,33.0,35.0,34.0
Carrot(Local),2013-06-26,kg,35.0,40.0,37.5
Cabbage(Local),2013-06-26,kg,10.0,15.0,12.5
Cauli Local,2013-06-26,kg,18.0,22.0,20.0
Raddish Red,2013-06-26,kg,35.0,40.0,37.5
Raddish White(Local),2013-06-26,kg,20.0,25.0,22.5
Brinjal Long,2013-06-26,kg,30.0,35.0,32.5
Cow pea(Long),2013-06-26,kg,30.0,35.0,32.5
Green Peas,2013-06-26,kg,55.0,60.0,57.5
French Bean(Local),2013-06-26,kg,35.0,40.0,37.5
Soyabean Green,2013-06-26,kg,45.0,50.0,47.5
Bitter Gourd,2013-06-26,kg,20.0,30.0,25.0
Bottle Gourd,2013-06-26,kg,30.0,32.0,31.0
Pointed Gourd(Local),2013-06-26,kg,35.0,40.0,37.5
Snake Gourd,2013-06-26,kg,30.0,35.0,32.5
Smooth Gourd,2013-06-26,kg,20.0,25.0,22.5
Sponge Gourd,2013-06-26,kg,45.0,50.0,47.5
Pumpkin,2013-06-26,kg,16.0,20.0,18.0
Squash(Long),2013-06-26,kg,20.0,25.0,22.5
Turnip,2013-06-26,kg,45.0,50.0,47.5
Okara,2013-06-26,kg,35.0,40.0,37.5
Arum,2013-06-26,kg,30.0,35.0,32.5
Christophine,2013-06-26,kg,35.0,40.0,37.5
Brd Leaf Mustard,2013-06-26,kg,40.0,45.0,42.5
Spinach Leaf,2013-06-26,kg,45.0,50.0,47.5
Cress Leaf,2013-06-26,kg,45.0,50.0,47.5
Mustard Leaf,2013-06-26,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-06-26,kg,45.0,50.0,47.5
Onion Green,2013-06-26,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-06-26,kg,150.0,160.0,155.0
Asparagus,2013-06-26,kg,100.0,130.0,115.0
Neuro,2013-06-26,kg,40.0,50.0,45.0
Brocauli,2013-06-26,kg,70.0,80.0,75.0
Sugarbeet,2013-06-26,kg,35.0,40.0,37.5
Red Cabbbage,2013-06-26,kg,70.0,80.0,75.0
Lettuce,2013-06-26,kg,40.0,50.0,45.0
Celery,2013-06-26,kg,120.0,130.0,125.0
Parseley,2013-06-26,kg,170.0,180.0,175.0
Fennel Leaf,2013-06-26,kg,45.0,50.0,47.5
Mint,2013-06-26,kg,120.0,130.0,125.0
Turnip A,2013-06-26,kg,45.0,50.0,47.5
Tamarind,2013-06-26,kg,65.0,70.0,67.5
Bamboo Shoot,2013-06-26,kg,50.0,60.0,55.0
Tofu,2013-06-26,kg,55.0,60.0,57.5
Gundruk,2013-06-26,kg,180.0,190.0,185.0
Apple(Jholey),2013-06-26,kg,110.0,130.0,120.0
Banana,2013-06-26,per dozen,60.0,70.0,65.0
Lime,2013-06-26,kg,200.0,400.0,300.0
Pomegranate,2013-06-26,kg,220.0,240.0,230.0
Mango(Maldah),2013-06-26,kg,50.0,60.0,55.0
Grapes(Green),2013-06-26,kg,250.0,260.0,255.0
Water Melon(Green),2013-06-26,kg,15.0,18.0,16.5
Sweet Orange,2013-06-26,kg,90.0,100.0,95.0
Pineapple,2013-06-26,per piece,60.0,70.0,65.0
Cucumber(Local),2013-06-26,kg,30.0,35.0,32.5
Jack Fruit,2013-06-26,kg,20.0,25.0,22.5
Papaya(Nepali),2013-06-26,kg,50.0,60.0,55.0
Sugarcane,2013-06-26,per piece,50.0,60.0,55.0
Ginger,2013-06-26,kg,130.0,140.0,135.0
Chilli Dry,2013-06-26,kg,170.0,180.0,175.0
Chilli Green,2013-06-26,kg,25.0,30.0,27.5
Capsicum,2013-06-26,kg,90.0,100.0,95.0
Garlic Green,2013-06-26,kg,45.0,50.0,47.5
Coriander Green,2013-06-26,kg,40.0,50.0,45.0
Garlic Dry Chinese,2013-06-26,kg,95.0,100.0,97.5
Garlic Dry Nepali,2013-06-26,kg,50.0,60.0,55.0
Clive Dry,2013-06-26,kg,70.0,80.0,75.0
Clive Green,2013-06-26,kg,50.0,60.0,55.0
Fish Fresh,2013-06-26,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-06-27,kg,30.0,35.0,32.5
Tomato Small(Local),2013-06-27,kg,18.0,24.0,21.0
Potato Red,2013-06-27,kg,22.0,24.0,23.0
Potato White,2013-06-27,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-06-27,kg,35.0,37.0,36.0
Carrot(Local),2013-06-27,kg,40.0,42.0,41.0
Cabbage(Local),2013-06-27,kg,10.0,14.0,12.0
Cauli Local,2013-06-27,kg,25.0,30.0,27.5
Raddish Red,2013-06-27,kg,35.0,40.0,37.5
Raddish White(Local),2013-06-27,kg,20.0,25.0,22.5
Brinjal Long,2013-06-27,kg,35.0,40.0,37.5
Brinjal Round,2013-06-27,kg,35.0,40.0,37.5
Cow pea(Long),2013-06-27,kg,35.0,40.0,37.5
French Bean(Local),2013-06-27,kg,38.0,42.0,40.0
Soyabean Green,2013-06-27,kg,45.0,50.0,47.5
Bitter Gourd,2013-06-27,kg,25.0,30.0,27.5
Bottle Gourd,2013-06-27,kg,28.0,32.0,30.0
Pointed Gourd(Local),2013-06-27,kg,35.0,40.0,37.5
Snake Gourd,2013-06-27,kg,35.0,40.0,37.5
Smooth Gourd,2013-06-27,kg,20.0,25.0,22.5
Sponge Gourd,2013-06-27,kg,4.0,45.0,24.5
Pumpkin,2013-06-27,kg,16.0,18.0,17.0
Squash(Long),2013-06-27,kg,20.0,24.0,22.0
Turnip,2013-06-27,kg,25.0,30.0,27.5
Okara,2013-06-27,kg,35.0,40.0,37.5
Arum,2013-06-27,kg,35.0,40.0,37.5
Christophine,2013-06-27,kg,38.0,40.0,39.0
Brd Leaf Mustard,2013-06-27,kg,35.0,40.0,37.5
Spinach Leaf,2013-06-27,kg,40.0,45.0,42.5
Cress Leaf,2013-06-27,kg,40.0,45.0,42.5
Mustard Leaf,2013-06-27,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-06-27,kg,40.0,45.0,42.5
Onion Green,2013-06-27,kg,40.0,45.0,42.5
Mushroom(Kanya),2013-06-27,kg,170.0,180.0,175.0
Asparagus,2013-06-27,kg,100.0,125.0,112.5
Neuro,2013-06-27,kg,50.0,60.0,55.0
Sugarbeet,2013-06-27,kg,35.0,40.0,37.5
Red Cabbbage,2013-06-27,kg,70.0,80.0,75.0
Lettuce,2013-06-27,kg,45.0,50.0,47.5
Celery,2013-06-27,kg,120.0,130.0,125.0
Parseley,2013-06-27,kg,170.0,180.0,175.0
Fennel Leaf,2013-06-27,kg,45.0,50.0,47.5
Mint,2013-06-27,kg,120.0,130.0,125.0
Turnip A,2013-06-27,kg,40.0,45.0,42.5
Tamarind,2013-06-27,kg,65.0,70.0,67.5
Bamboo Shoot,2013-06-27,kg,50.0,60.0,55.0
Tofu,2013-06-27,kg,55.0,60.0,57.5
Gundruk,2013-06-27,kg,180.0,190.0,185.0
Apple(Jholey),2013-06-27,kg,110.0,120.0,115.0
Banana,2013-06-27,per dozen,50.0,60.0,55.0
Lime,2013-06-27,kg,200.0,400.0,300.0
Pomegranate,2013-06-27,kg,220.0,240.0,230.0
Mango(Maldah),2013-06-27,kg,50.0,60.0,55.0
Grapes(Green),2013-06-27,kg,250.0,260.0,255.0
Water Melon(Green),2013-06-27,kg,18.0,20.0,19.0
Sweet Orange,2013-06-27,kg,90.0,100.0,95.0
Pineapple,2013-06-27,per piece,60.0,70.0,65.0
Cucumber(Local),2013-06-27,kg,30.0,35.0,32.5
Jack Fruit,2013-06-27,kg,18.0,20.0,19.0
Papaya(Nepali),2013-06-27,kg,55.0,60.0,57.5
Sugarcane,2013-06-27,per piece,50.0,60.0,55.0
Ginger,2013-06-27,kg,130.0,140.0,135.0
Chilli Dry,2013-06-27,kg,170.0,180.0,175.0
Chilli Green,2013-06-27,kg,25.0,30.0,27.5
Capsicum,2013-06-27,kg,90.0,100.0,95.0
Garlic Green,2013-06-27,kg,45.0,50.0,47.5
Coriander Green,2013-06-27,kg,30.0,40.0,35.0
Garlic Dry Chinese,2013-06-27,kg,90.0,100.0,95.0
Garlic Dry Nepali,2013-06-27,kg,50.0,60.0,55.0
Clive Dry,2013-06-27,kg,70.0,80.0,75.0
Clive Green,2013-06-27,kg,50.0,60.0,55.0
Fish Fresh,2013-06-27,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-06-28,kg,30.0,35.0,32.5
Tomato Small(Local),2013-06-28,kg,24.0,28.0,26.0
Potato Red,2013-06-28,kg,23.0,24.0,23.5
Potato White,2013-06-28,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-06-28,kg,36.0,38.0,37.0
Carrot(Local),2013-06-28,kg,40.0,42.0,41.0
Cabbage(Local),2013-06-28,kg,10.0,14.0,12.0
Cauli Local,2013-06-28,kg,25.0,30.0,27.5
Raddish Red,2013-06-28,kg,35.0,40.0,37.5
Raddish White(Local),2013-06-28,kg,25.0,30.0,27.5
Brinjal Long,2013-06-28,kg,35.0,40.0,37.5
Cow pea(Long),2013-06-28,kg,40.0,50.0,45.0
French Bean(Local),2013-06-28,kg,35.0,40.0,37.5
Soyabean Green,2013-06-28,kg,40.0,45.0,42.5
Bitter Gourd,2013-06-28,kg,25.0,30.0,27.5
Bottle Gourd,2013-06-28,kg,25.0,30.0,27.5
Pointed Gourd(Local),2013-06-28,kg,35.0,40.0,37.5
Snake Gourd,2013-06-28,kg,28.0,32.0,30.0
Smooth Gourd,2013-06-28,kg,25.0,30.0,27.5
Sponge Gourd,2013-06-28,kg,40.0,45.0,42.5
Pumpkin,2013-06-28,kg,16.0,20.0,18.0
Squash(Long),2013-06-28,kg,18.0,22.0,20.0
Okara,2013-06-28,kg,35.0,40.0,37.5
Arum,2013-06-28,kg,35.0,40.0,37.5
Christophine,2013-06-28,kg,35.0,40.0,37.5
Brd Leaf Mustard,2013-06-28,kg,35.0,40.0,37.5
Spinach Leaf,2013-06-28,kg,40.0,45.0,42.5
Cress Leaf,2013-06-28,kg,40.0,45.0,42.5
Mustard Leaf,2013-06-28,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-06-28,kg,40.0,45.0,42.5
Onion Green,2013-06-28,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-06-28,kg,150.0,170.0,160.0
Asparagus,2013-06-28,kg,100.0,125.0,112.5
Neuro,2013-06-28,kg,50.0,60.0,55.0
Sugarbeet,2013-06-28,kg,35.0,40.0,37.5
Red Cabbbage,2013-06-28,kg,70.0,80.0,75.0
Lettuce,2013-06-28,kg,45.0,50.0,47.5
Celery,2013-06-28,kg,120.0,130.0,125.0
Parseley,2013-06-28,kg,170.0,180.0,175.0
Fennel Leaf,2013-06-28,kg,45.0,50.0,47.5
Mint,2013-06-28,kg,120.0,130.0,125.0
Turnip A,2013-06-28,kg,45.0,50.0,47.5
Tamarind,2013-06-28,kg,65.0,70.0,67.5
Bamboo Shoot,2013-06-28,kg,60.0,70.0,65.0
Tofu,2013-06-28,kg,55.0,60.0,57.5
Gundruk,2013-06-28,kg,180.0,190.0,185.0
Apple(Jholey),2013-06-28,kg,110.0,120.0,115.0
Banana,2013-06-28,per dozen,50.0,60.0,55.0
Lime,2013-06-28,kg,200.0,400.0,300.0
Pomegranate,2013-06-28,kg,220.0,240.0,230.0
Mango(Maldah),2013-06-28,kg,50.0,60.0,55.0
Grapes(Green),2013-06-28,kg,250.0,260.0,255.0
Water Melon(Green),2013-06-28,kg,18.0,20.0,19.0
Sweet Orange,2013-06-28,kg,90.0,100.0,95.0
Pineapple,2013-06-28,per piece,60.0,70.0,65.0
Cucumber(Local),2013-06-28,kg,30.0,35.0,32.5
Jack Fruit,2013-06-28,kg,18.0,20.0,19.0
Papaya(Nepali),2013-06-28,kg,50.0,60.0,55.0
Sugarcane,2013-06-28,per piece,50.0,60.0,55.0
Ginger,2013-06-28,kg,130.0,140.0,135.0
Chilli Dry,2013-06-28,kg,170.0,180.0,175.0
Chilli Green,2013-06-28,kg,30.0,40.0,35.0
Capsicum,2013-06-28,kg,90.0,100.0,95.0
Garlic Green,2013-06-28,kg,45.0,50.0,47.5
Coriander Green,2013-06-28,kg,50.0,70.0,60.0
Garlic Dry Chinese,2013-06-28,kg,90.0,100.0,95.0
Garlic Dry Nepali,2013-06-28,kg,50.0,60.0,55.0
Clive Dry,2013-06-28,kg,70.0,80.0,75.0
Clive Green,2013-06-28,kg,70.0,80.0,75.0
Fish Fresh,2013-06-28,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-06-30,kg,25.0,30.0,27.5
Tomato Small(Local),2013-06-30,kg,18.0,22.0,20.0
Potato Red,2013-06-30,kg,23.0,24.0,23.5
Potato White,2013-06-30,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-06-30,kg,36.0,38.0,37.0
Carrot(Local),2013-06-30,kg,40.0,45.0,42.5
Cabbage(Local),2013-06-30,kg,12.0,15.0,13.5
Cauli Local,2013-06-30,kg,30.0,40.0,35.0
Raddish Red,2013-06-30,kg,45.0,50.0,47.5
Raddish White(Local),2013-06-30,kg,25.0,30.0,27.5
Brinjal Long,2013-06-30,kg,35.0,40.0,37.5
Brinjal Round,2013-06-30,kg,40.0,45.0,42.5
Cow pea(Long),2013-06-30,kg,40.0,45.0,42.5
French Bean(Local),2013-06-30,kg,38.0,40.0,39.0
Soyabean Green,2013-06-30,kg,40.0,45.0,42.5
Bitter Gourd,2013-06-30,kg,28.0,32.0,30.0
Bottle Gourd,2013-06-30,kg,30.0,32.0,31.0
Pointed Gourd(Local),2013-06-30,kg,30.0,35.0,32.5
Snake Gourd,2013-06-30,kg,28.0,30.0,29.0
Smooth Gourd,2013-06-30,kg,25.0,30.0,27.5
Sponge Gourd,2013-06-30,kg,40.0,45.0,42.5
Pumpkin,2013-06-30,kg,16.0,20.0,18.0
Squash(Long),2013-06-30,kg,15.0,18.0,16.5
Okara,2013-06-30,kg,40.0,45.0,42.5
Arum,2013-06-30,kg,35.0,40.0,37.5
Christophine,2013-06-30,kg,38.0,40.0,39.0
Brd Leaf Mustard,2013-06-30,kg,35.0,40.0,37.5
Spinach Leaf,2013-06-30,kg,40.0,45.0,42.5
Cress Leaf,2013-06-30,kg,35.0,40.0,37.5
Mustard Leaf,2013-06-30,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-06-30,kg,45.0,50.0,47.5
Onion Green,2013-06-30,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-06-30,kg,120.0,180.0,150.0
Asparagus,2013-06-30,kg,110.0,130.0,120.0
Neuro,2013-06-30,kg,50.0,60.0,55.0
Sugarbeet,2013-06-30,kg,35.0,40.0,37.5
Red Cabbbage,2013-06-30,kg,70.0,80.0,75.0
Lettuce,2013-06-30,kg,45.0,50.0,47.5
Celery,2013-06-30,kg,120.0,130.0,125.0
Parseley,2013-06-30,kg,170.0,180.0,175.0
Fennel Leaf,2013-06-30,kg,45.0,50.0,47.5
Mint,2013-06-30,kg,120.0,130.0,125.0
Turnip A,2013-06-30,kg,45.0,50.0,47.5
Maize,2013-06-30,per piece,5.0,6.0,5.5
Tamarind,2013-06-30,kg,65.0,70.0,67.5
Bamboo Shoot,2013-06-30,kg,60.0,70.0,65.0
Tofu,2013-06-30,kg,55.0,60.0,57.5
Gundruk,2013-06-30,kg,180.0,190.0,185.0
Apple(Jholey),2013-06-30,kg,110.0,120.0,115.0
Banana,2013-06-30,per dozen,40.0,50.0,45.0
Lime,2013-06-30,kg,200.0,400.0,300.0
Pomegranate,2013-06-30,kg,220.0,240.0,230.0
Mango(Maldah),2013-06-30,kg,50.0,60.0,55.0
Water Melon(Green),2013-06-30,kg,24.0,25.0,24.5
Sweet Orange,2013-06-30,kg,100.0,110.0,105.0
Pineapple,2013-06-30,per piece,70.0,80.0,75.0
Cucumber(Local),2013-06-30,kg,28.0,35.0,31.5
Jack Fruit,2013-06-30,kg,15.0,20.0,17.5
Sweet Lime,2013-06-30,kg,55.0,60.0,57.5
Sugarcane,2013-06-30,per piece,50.0,60.0,55.0
Ginger,2013-06-30,kg,130.0,140.0,135.0
Chilli Dry,2013-06-30,kg,170.0,180.0,175.0
Chilli Green,2013-06-30,kg,40.0,50.0,45.0
Capsicum,2013-06-30,kg,80.0,90.0,85.0
Garlic Green,2013-06-30,kg,55.0,60.0,57.5
Garlic Dry Chinese,2013-06-30,kg,90.0,100.0,95.0
Garlic Dry Nepali,2013-06-30,kg,50.0,60.0,55.0
Clive Dry,2013-06-30,kg,70.0,80.0,75.0
Clive Green,2013-06-30,kg,70.0,80.0,75.0
Fish Fresh,2013-06-30,kg,210.0,220.0,215.0
Tomato Big(Nepali),2013-07-01,kg,25.0,30.0,27.5
Tomato Small(Local),2013-07-01,kg,15.0,20.0,17.5
Potato Red,2013-07-01,kg,22.0,24.0,23.0
Potato White,2013-07-01,kg,19.0,20.0,19.5
Onion Dry (Indian),2013-07-01,kg,37.0,38.0,37.5
Carrot(Local),2013-07-01,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-01,kg,10.0,14.0,12.0
Cauli Local,2013-07-01,kg,30.0,35.0,32.5
Raddish Red,2013-07-01,kg,45.0,50.0,47.5
Raddish White(Local),2013-07-01,kg,20.0,25.0,22.5
Brinjal Long,2013-07-01,kg,35.0,40.0,37.5
Cow pea(Long),2013-07-01,kg,40.0,45.0,42.5
French Bean(Local),2013-07-01,kg,38.0,40.0,39.0
Soyabean Green,2013-07-01,kg,38.0,40.0,39.0
Bitter Gourd,2013-07-01,kg,25.0,30.0,27.5
Bottle Gourd,2013-07-01,kg,30.0,35.0,32.5
Pointed Gourd(Local),2013-07-01,kg,30.0,35.0,32.5
Snake Gourd,2013-07-01,kg,35.0,40.0,37.5
Smooth Gourd,2013-07-01,kg,20.0,25.0,22.5
Sponge Gourd,2013-07-01,kg,40.0,45.0,42.5
Pumpkin,2013-07-01,kg,16.0,20.0,18.0
Squash(Long),2013-07-01,kg,15.0,20.0,17.5
Okara,2013-07-01,kg,40.0,45.0,42.5
Arum,2013-07-01,kg,28.0,32.0,30.0
Christophine,2013-07-01,kg,40.0,42.0,41.0
Brd Leaf Mustard,2013-07-01,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-01,kg,40.0,45.0,42.5
Cress Leaf,2013-07-01,kg,40.0,45.0,42.5
Mustard Leaf,2013-07-01,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-07-01,kg,40.0,45.0,42.5
Onion Green,2013-07-01,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-01,kg,160.0,180.0,170.0
Asparagus,2013-07-01,kg,120.0,130.0,125.0
Neuro,2013-07-01,kg,50.0,60.0,55.0
Sugarbeet,2013-07-01,kg,35.0,40.0,37.5
Red Cabbbage,2013-07-01,kg,60.0,70.0,65.0
Lettuce,2013-07-01,kg,50.0,60.0,55.0
Celery,2013-07-01,kg,120.0,130.0,125.0
Parseley,2013-07-01,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-01,kg,40.0,45.0,42.5
Mint,2013-07-01,kg,120.0,130.0,125.0
Turnip A,2013-07-01,kg,45.0,50.0,47.5
Maize,2013-07-01,per piece,5.0,7.0,6.0
Tamarind,2013-07-01,kg,65.0,70.0,67.5
Bamboo Shoot,2013-07-01,kg,50.0,60.0,55.0
Tofu,2013-07-01,kg,55.0,60.0,57.5
Gundruk,2013-07-01,kg,180.0,190.0,185.0
Apple(Jholey),2013-07-01,kg,110.0,120.0,115.0
Banana,2013-07-01,per dozen,40.0,50.0,45.0
Lime,2013-07-01,kg,200.0,400.0,300.0
Pomegranate,2013-07-01,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-01,kg,50.0,60.0,55.0
Grapes(Green),2013-07-01,kg,250.0,260.0,255.0
Water Melon(Green),2013-07-01,kg,20.0,25.0,22.5
Sweet Orange,2013-07-01,kg,100.0,110.0,105.0
Pineapple,2013-07-01,per piece,60.0,70.0,65.0
Cucumber(Local),2013-07-01,kg,25.0,30.0,27.5
Jack Fruit,2013-07-01,kg,15.0,20.0,17.5
Papaya(Nepali),2013-07-01,kg,55.0,60.0,57.5
Sugarcane,2013-07-01,per piece,50.0,60.0,55.0
Ginger,2013-07-01,kg,140.0,150.0,145.0
Chilli Dry,2013-07-01,kg,170.0,180.0,175.0
Chilli Green,2013-07-01,kg,40.0,50.0,45.0
Capsicum,2013-07-01,kg,80.0,90.0,85.0
Garlic Green,2013-07-01,kg,40.0,45.0,42.5
Coriander Green,2013-07-01,kg,60.0,70.0,65.0
Garlic Dry Chinese,2013-07-01,kg,90.0,100.0,95.0
Clive Dry,2013-07-01,kg,70.0,80.0,75.0
Clive Green,2013-07-01,kg,50.0,60.0,55.0
Fish Fresh,2013-07-01,kg,210.0,225.0,217.5
Tomato Big(Nepali),2013-07-02,kg,30.0,35.0,32.5
Tomato Small(Local),2013-07-02,kg,15.0,20.0,17.5
Potato Red,2013-07-02,kg,23.0,24.0,23.5
Potato White,2013-07-02,kg,18.0,20.0,19.0
Onion Dry (Indian),2013-07-02,kg,38.0,40.0,39.0
Carrot(Local),2013-07-02,kg,45.0,50.0,47.5
Cabbage(Local),2013-07-02,kg,10.0,14.0,12.0
Cauli Local,2013-07-02,kg,25.0,30.0,27.5
Raddish White(Local),2013-07-02,kg,30.0,35.0,32.5
Brinjal Long,2013-07-02,kg,30.0,35.0,32.5
Cow pea(Long),2013-07-02,kg,40.0,50.0,45.0
French Bean(Local),2013-07-02,kg,35.0,40.0,37.5
Soyabean Green,2013-07-02,kg,35.0,40.0,37.5
Bitter Gourd,2013-07-02,kg,25.0,30.0,27.5
Bottle Gourd,2013-07-02,kg,35.0,40.0,37.5
Pointed Gourd(Local),2013-07-02,kg,28.0,32.0,30.0
Snake Gourd,2013-07-02,kg,30.0,35.0,32.5
Smooth Gourd,2013-07-02,kg,25.0,30.0,27.5
Sponge Gourd,2013-07-02,kg,40.0,45.0,42.5
Pumpkin,2013-07-02,kg,16.0,20.0,18.0
Squash(Long),2013-07-02,kg,30.0,35.0,32.5
Okara,2013-07-02,kg,38.0,42.0,40.0
Arum,2013-07-02,kg,28.0,30.0,29.0
Christophine,2013-07-02,kg,40.0,45.0,42.5
Brd Leaf Mustard,2013-07-02,kg,35.0,40.0,37.5
Spinach Leaf,2013-07-02,kg,40.0,45.0,42.5
Cress Leaf,2013-07-02,kg,40.0,45.0,42.5
Mustard Leaf,2013-07-02,kg,35.0,40.0,37.5
Fenugreek Leaf,2013-07-02,kg,40.0,45.0,42.5
Onion Green,2013-07-02,kg,35.0,40.0,37.5
Mushroom(Kanya),2013-07-02,kg,170.0,180.0,175.0
Asparagus,2013-07-02,kg,120.0,130.0,125.0
Neuro,2013-07-02,kg,50.0,60.0,55.0
Sugarbeet,2013-07-02,kg,35.0,40.0,37.5
Red Cabbbage,2013-07-02,kg,70.0,80.0,75.0
Lettuce,2013-07-02,kg,45.0,50.0,47.5
Celery,2013-07-02,kg,120.0,130.0,125.0
Parseley,2013-07-02,kg,170.0,180.0,175.0
Fennel Leaf,2013-07-02,kg,45.0,50.0,47.5
Mint,2013-07-02,kg,120.0,130.0,125.0
Turnip A,2013-07-02,kg,45.0,50.0,47.5
Tamarind,2013-07-02,kg,70.0,80.0,75.0
Bamboo Shoot,2013-07-02,kg,60.0,550.0,305.0
Tofu,2013-07-02,kg,55.0,60.0,57.5
Gundruk,2013-07-02,kg,180.0,190.0,185.0
Apple(Jholey),2013-07-02,kg,110.0,130.0,120.0
Banana,2013-07-02,per dozen,40.0,50.0,45.0
Lime,2013-07-02,kg,200.0,400.0,300.0
Pomegranate,2013-07-02,kg,200.0,210.0,205.0
Mango(Maldah),2013-07-02,kg,50.0,60.0,55.0
Grapes(Green),2013-07-02,kg,230.0,250.0,240.0
Water Melon(Green),2013-07-02,kg,22.0,25.0,23.5
Sweet Orange,2013-07-02,kg,90.0,100.0,95.0
Pineapple,2013-07-02,per piece,70.0,80.0,75.0
Cucumber(Local),2013-07-02,kg,30.0,35.0,32.5
Jack Fruit,2013-07-02,kg,20.0,150.0,85.0
Papaya(Nepali),2013-07-02,kg,55.0,60.0,57.5
Sugarcane,2013-07-02,per piece,50.0,60.0,55.0
Ginger,2013-07-02,kg,150.0,160.0,155.0
Chilli Dry,2013-07-02,kg,170.0,180.0,175.0
Chilli Green,2013-07-02,kg,28.0,30.0,29.0
Capsicum,2013-07-02,kg,80.0,90.0,85.0
Garlic Green,2013-07-02,kg,35.0,40.0,37.5
Coriander Green,2013-07-02,kg,60.0,70.0,65.0
Garlic Dry Chinese,2013-07-02,kg,90.0,100.0,95.0
Garlic Dry Nepali,2013-07-02,kg,50.0,60.0,55.0
Clive Dry,2013-07-02,kg,70.0,80.0,75.0
Clive Green,2013-07-02,kg,45.0,50.0,47.5
Fish Fresh,2013-07-02,kg,210.0,225.0,217.5
Tomato Big(Nepali),2013-07-03,kg,30.0,35.0,32.5
